FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
130,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
131,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
69,2550,adenosine receptor antagonist,MoA,Phase 1
275,2550,adenosine receptor antagonist,MoA,Phase 1
276,2550,adenosine receptor antagonist,MoA,Phase 1
277,2550,adenosine receptor antagonist,MoA,Phase 1
417,2551,sodium channel activator,MoA,Phase 2
852,2552,potassium channel blocker,MoA,Preclinical
296,2553,histamine receptor antagonist,MoA,Phase 3
97,2553,histamine receptor antagonist,MoA,Phase 3
156,2554,glutamate receptor antagonist,MoA,Preclinical
157,2554,glutamate receptor antagonist,MoA,Preclinical
366,2555,PARP inhibitor,MoA,Preclinical
2556,2555,PARP inhibitor,MoA,Preclinical
625,2557,serotonin receptor antagonist,MoA,Preclinical
2251,2558,CDK inhibitor,MoA,Preclinical
354,2559,selective estrogen receptor modulator (SERM),MoA,Phase 3
251,2571,HDAC inhibitor,MoA,Preclinical
252,2571,HDAC inhibitor,MoA,Preclinical
2520,2572,toll-like receptor agonist,MoA,Preclinical
2573,2574,structural glycoprotein antagonist,MoA,Phase 1
898,2574,structural glycoprotein antagonist,MoA,Phase 1
171,2576,cyclooxygenase inhibitor,MoA,Phase 1
474,2580,PI3K inhibitor,MoA,Launched
136,2580,PI3K inhibitor,MoA,Launched
138,2580,PI3K inhibitor,MoA,Launched
476,2580,PI3K inhibitor,MoA,Launched
2583,2584,dynamin inhibitor,MoA,Preclinical
2585,2584,dynamin inhibitor,MoA,Preclinical
2586,2584,dynamin inhibitor,MoA,Preclinical
2583,2587,dynamin inhibitor,MoA,Preclinical
2273,2589,estrogen-related receptor agonist,MoA,Preclinical
356,2589,estrogen-related receptor agonist,MoA,Preclinical
2590,2591,gamma secretase modulator,MoA,Phase 1
2592,2591,gamma secretase modulator,MoA,Phase 1
2593,2591,gamma secretase modulator,MoA,Phase 1
879,2594,potassium channel blocker,MoA,Phase 1
617,2594,potassium channel blocker,MoA,Phase 1
1350,2595,calpain inhibitor|cysteine protease inhibitor,MoA,Preclinical
2596,2597,calcium-activated chloride channel inhibitor,MoA,Preclinical
366,2598,PARP inhibitor,MoA,Preclinical
255,2600,aldose reductase inhibitor,MoA,Preclinical
99,2601,histamine receptor antagonist,MoA,Withdrawn
2602,2603,cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor,MoA,Phase 2/Phase 3
507,2604,HSP inhibitor,MoA,Preclinical
1648,2604,HSP inhibitor,MoA,Preclinical
124,2605,retinoid receptor agonist,MoA,Preclinical
118,2605,retinoid receptor agonist,MoA,Preclinical
222,2605,retinoid receptor agonist,MoA,Preclinical
200,2611,PPAR receptor agonist,MoA,Phase 2
2615,2616,polycomb protein inhibitor,MoA,Preclinical
2617,2618,hemoglobin oxygen release stimulant,MoA,Phase 3
2499,2618,hemoglobin oxygen release stimulant,MoA,Phase 3
275,2619,adrenergic receptor antagonist,MoA,Phase 2
200,2620,PPAR receptor agonist,MoA,Phase 2
346,2627,EGFR inhibitor,MoA,Phase 2
1256,2628,glutamate receptor agonist,MoA,Phase 2
1835,2628,glutamate receptor agonist,MoA,Phase 2
1836,2628,glutamate receptor agonist,MoA,Phase 2
1837,2628,glutamate receptor agonist,MoA,Phase 2
2629,2630,neuropilin receptor antagonist,MoA,Preclinical
2432,2631,Ras GTPase inhibitor,MoA,Preclinical
2632,2631,Ras GTPase inhibitor,MoA,Preclinical
1,2633,sodium/hydrogen exchanger inhibitor|transient receptor potential polycystic inhibitor,MoA,Preclinical
577,2633,sodium/hydrogen exchanger inhibitor|transient receptor potential polycystic inhibitor,MoA,Preclinical
580,2633,sodium/hydrogen exchanger inhibitor|transient receptor potential polycystic inhibitor,MoA,Preclinical
598,2634,nitric oxide synthase inhibitor,MoA,Preclinical
881,2634,nitric oxide synthase inhibitor,MoA,Preclinical
2121,2635,histone lysine methyltransferase inhibitor,MoA,Preclinical
296,2636,P glycoprotein inhibitor,MoA,Phase 1
2637,2638,exportin antagonist,MoA,Phase 1
2639,2640,antineoplastic agent,MoA,Phase 3
1218,2641,PPAR receptor agonist,MoA,Phase 3
1220,2641,PPAR receptor agonist,MoA,Phase 3
200,2641,PPAR receptor agonist,MoA,Phase 3
86,2642,gonadotropin releasing factor hormone receptor antagonist,MoA,Launched
441,2643,bone formation stimulant,MoA,Phase 3
1244,2644,oxidative stress inducer,MoA,Phase 3
966,2648,purinergic receptor antagonist,MoA,Phase 2
153,2649,glutamate receptor antagonist,MoA,Phase 3
155,2649,glutamate receptor antagonist,MoA,Phase 3
185,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
186,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
187,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
188,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
189,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
190,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1413,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
2651,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1616,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
191,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1617,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
2173,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
32,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
52,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1284,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1699,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1468,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
1125,2650,glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor,MoA,Phase 2
2652,2653,bradykinin receptor antagonist,MoA,Preclinical
79,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
140,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
141,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
81,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
142,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
143,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
145,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
149,2654,GABA receptor positive allosteric modulator,MoA,Phase 3
11,2655,serotonin receptor agonist,MoA,Phase 2
12,2655,serotonin receptor agonist,MoA,Phase 2
1018,2658,HCV inhibitor|XIAP inhibitor,MoA,Preclinical
430,2659,hepatocyte growth factor receptor inhibitor,MoA,Phase 2
624,2660,serotonin receptor agonist,MoA,Preclinical
2661,2662,phosphodiesterase inhibitor,MoA,Phase 1
1047,2663,angiotensin receptor antagonist,MoA,Preclinical
2665,2666,protein synthesis inhibitor,MoA,Phase 2
2173,2667,11-beta hydroxysteroid dehydrogenase inhibitor,MoA,Preclinical
2669,2670,caspase inhibitor,MoA,Phase 2
678,2670,caspase inhibitor,MoA,Phase 2
2671,2670,caspase inhibitor,MoA,Phase 2
79,2675,GABA receptor modulator,MoA,Phase 3
2677,2678,PARP inhibitor,MoA,Preclinical
2679,2678,PARP inhibitor,MoA,Preclinical
354,2680,estrogen receptor antagonist,MoA,Phase 2
2684,2685,dihydropyrimidine dehydrogenase inhibitor,MoA,Phase 3
2686,2685,dihydropyrimidine dehydrogenase inhibitor,MoA,Phase 3
457,2685,dihydropyrimidine dehydrogenase inhibitor,MoA,Phase 3
452,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
128,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
244,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
130,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
2360,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
1054,2687,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,MoA,Phase 2
69,2693,phosphodiesterase inhibitor,MoA,Phase 3
275,2693,phosphodiesterase inhibitor,MoA,Phase 3
276,2693,phosphodiesterase inhibitor,MoA,Phase 3
277,2693,phosphodiesterase inhibitor,MoA,Phase 3
18,2693,phosphodiesterase inhibitor,MoA,Phase 3
20,2693,phosphodiesterase inhibitor,MoA,Phase 3
247,2696,HDAC inhibitor,MoA,Phase 3
249,2696,HDAC inhibitor,MoA,Phase 3
250,2696,HDAC inhibitor,MoA,Phase 3
1148,2696,HDAC inhibitor,MoA,Phase 3
49,2701,PKC inhibitor,MoA,Phase 3
32,2701,PKC inhibitor,MoA,Phase 3
1284,2701,PKC inhibitor,MoA,Phase 3
1699,2701,PKC inhibitor,MoA,Phase 3
358,2701,PKC inhibitor,MoA,Phase 3
2702,2701,PKC inhibitor,MoA,Phase 3
2703,2704,endoplasmic reticulum oxidation inhibitor,MoA,Preclinical
553,2705,p38 MAPK inhibitor,MoA,Preclinical
405,2705,p38 MAPK inhibitor,MoA,Preclinical
2706,2707,"indoleamine 2,3-dioxygenase inhibitor",MoA,Phase 3
2370,2723,steroid,MoA,Preclinical
979,2724,bacterial DNA gyrase inhibitor,MoA,Phase 2
1674,2724,bacterial DNA gyrase inhibitor,MoA,Phase 2
1038,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
2167,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
1674,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
1946,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
2726,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
1112,2725,bacterial DNA gyrase inhibitor,MoA,Phase 2/Phase 3
114,2738,microtubule stabilizing agent|tubulin polymerization inhibitor,MoA,Phase 3
114,2739,microtubule stabilizing agent|tubulin polymerization inhibitor,MoA,Phase 2
2740,2741,trace amine associated receptor antagonist,MoA,Preclinical
2743,2744,amyloid protein inhibitor|antiamyloidogenic agent,MoA,Phase 3
2747,2748,histone lysine methyltransferase inhibitor,MoA,Phase 1
2747,2749,histone lysine methyltransferase inhibitor,MoA,Preclinical
2121,2750,histone lysine methyltransferase inhibitor,MoA,Preclinical
2121,2751,histone lysine methyltransferase inhibitor,MoA,Preclinical
2752,2753,protein arginine N-methyltransferase inhibitor,MoA,Preclinical
2754,2755,protein arginine N-methyltransferase inhibitor,MoA,Preclinical
754,2756,estrogen receptor agonist,MoA,Preclinical
354,2757,estrogen receptor agonist,MoA,Launched
116,2757,estrogen receptor agonist,MoA,Launched
1125,2758,mediator release inhibitor|SYK inhibitor,MoA,Preclinical
124,2759,retinoid receptor antagonist,MoA,Preclinical
2760,2761,ion channel antagonist,MoA,Preclinical
346,2762,EGFR inhibitor|tyrosine kinase inhibitor,MoA,Preclinical
441,2763,vitamin D receptor agonist,MoA,Phase 1
1008,2764,FGFR inhibitor,MoA,Launched
350,2764,FGFR inhibitor,MoA,Launched
351,2764,FGFR inhibitor,MoA,Launched
1010,2764,FGFR inhibitor,MoA,Launched
1299,2768,MAP kinase inhibitor,MoA,Preclinical
354,2770,estrogen receptor agonist,MoA,Phase 2
116,2770,estrogen receptor agonist,MoA,Phase 2
339,2776,acetylcholinesterase inhibitor,MoA,Preclinical
511,2776,acetylcholinesterase inhibitor,MoA,Preclinical
1685,2777,EPAC inhibitor,MoA,Preclinical
2778,2777,EPAC inhibitor,MoA,Preclinical
354,2782,selective estrogen receptor modulator (SERM),MoA,Phase 3
354,2786,contraceptive agent,MoA,Preclinical
82,2796,phosphodiesterase inhibitor,MoA,Phase 2
18,2796,phosphodiesterase inhibitor,MoA,Phase 2
2797,2798,beta catenin inhibitor|porcupine inhibitor,MoA,Phase 1
7,2808,dopamine receptor antagonist,MoA,Preclinical
8,2808,dopamine receptor antagonist,MoA,Preclinical
9,2808,dopamine receptor antagonist,MoA,Preclinical
8,2812,dopamine receptor agonist,MoA,Phase 3
2820,2821,carnitine palmitoyltransferase inhibitor,MoA,Phase 2
474,2826,PI3K inhibitor,MoA,Preclinical
136,2826,PI3K inhibitor,MoA,Preclinical
138,2826,PI3K inhibitor,MoA,Preclinical
476,2826,PI3K inhibitor,MoA,Preclinical
124,2828,protein synthesis inhibitor,MoA,Withdrawn
226,2828,protein synthesis inhibitor,MoA,Withdrawn
1196,2831,catalase stimulant,MoA,Preclinical
2832,2831,catalase stimulant,MoA,Preclinical
683,2833,cholesteryl ester transfer protein inhibitor,MoA,Phase 3
665,2834,glutamate receptor negative allosteric modulator,MoA,Launched
1280,2834,glutamate receptor negative allosteric modulator,MoA,Launched
395,2835,prostaglandin inhibitor,MoA,Phase 2
498,2835,prostaglandin inhibitor,MoA,Phase 2
53,2837,ATPase inhibitor|TRPV agonist,MoA,Preclinical
43,2838,acetylcholine receptor agonist,MoA,Phase 3
304,2839,TGF beta receptor inhibitor,MoA,Phase 2
2840,2839,TGF beta receptor inhibitor,MoA,Phase 2
1286,2841,SIRT inhibitor,MoA,Phase 2
2842,2843,growth hormone releasing factor agonist,MoA,Phase 2
687,2843,growth hormone releasing factor agonist,MoA,Phase 2
230,2844,topoisomerase inhibitor,MoA,Phase 3
2847,2848,cadherin antagonist,MoA,Phase 2
801,2849,nootropic agent,MoA,Withdrawn
23,2850,phosphodiesterase inhibitor,MoA,Phase 3
2677,2851,WNT signaling inhibitor negative control,MoA,Preclinical
1911,2852,glutathione transferase inhibitor,MoA,Phase 2
2857,2858,utrophin enhancer,MoA,Phase 2
366,2859,PARP inhibitor,MoA,Phase 2
122,2859,PARP inhibitor,MoA,Phase 2
2677,2859,PARP inhibitor,MoA,Phase 2
2679,2859,PARP inhibitor,MoA,Phase 2
11,2860,serotonin receptor agonist,MoA,Phase 2
2862,2863,glucosidase inhibitor,MoA,Phase 2
14,2866,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Phase 2
2867,2868,Ras GTPase inhibitor,MoA,Phase 1
174,2875,cyclooxygenase inhibitor,MoA,Launched
171,2875,cyclooxygenase inhibitor,MoA,Launched
2570,2879,tryptophan hydroxylase inhibitor,MoA,Preclinical
2880,2879,tryptophan hydroxylase inhibitor,MoA,Preclinical
2881,2879,tryptophan hydroxylase inhibitor,MoA,Preclinical
15,2882,calcium channel blocker,MoA,Preclinical
160,2884,glutamate receptor antagonist,MoA,Phase 2
417,2892,adrenergic receptor agonist,MoA,Withdrawn
124,2894,apoptosis stimulant|retinoid receptor agonist,MoA,Phase 3
348,2896,EGFR inhibitor,MoA,Preclinical
185,2897,antioxidant,MoA,Phase 2
186,2897,antioxidant,MoA,Phase 2
187,2897,antioxidant,MoA,Phase 2
188,2897,antioxidant,MoA,Phase 2
190,2897,antioxidant,MoA,Phase 2
1616,2897,antioxidant,MoA,Phase 2
1617,2897,antioxidant,MoA,Phase 2
1718,2899,FXR agonist,MoA,Preclinical
2324,2901,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 2
2902,2901,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 2
234,2901,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 2
2324,2903,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 3
2902,2903,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 3
2904,2903,hypoxia inducible factor prolyl hydroxylase inhibitor,MoA,Phase 3
2256,2905,inositol monophosphatase inhibitor,MoA,Preclinical
2256,2906,benzodiazepine receptor agonist,MoA,Preclinical
1220,2907,PPAR receptor antagonist|WNT signaling inhibitor,MoA,Preclinical
200,2907,PPAR receptor antagonist|WNT signaling inhibitor,MoA,Preclinical
255,2908,aldose reductase inhibitor,MoA,Phase 3
821,2909,kinesin inhibitor|kinesin-like spindle protein inhibitor,MoA,Phase 3
969,2910,JAK inhibitor,MoA,Phase 3
369,2910,JAK inhibitor,MoA,Phase 3
370,2910,JAK inhibitor,MoA,Phase 3
2872,2910,JAK inhibitor,MoA,Phase 3
357,2915,phospholipase inhibitor,MoA,Preclinical
1775,2915,phospholipase inhibitor,MoA,Preclinical
1263,2916,integrin antagonist,MoA,Phase 2
92,2918,Aurora kinase inhibitor,MoA,Preclinical
1674,2918,Aurora kinase inhibitor,MoA,Preclinical
339,2919,opioid receptor agonist,MoA,Preclinical
511,2920,opioid receptor agonist,MoA,Phase 2
171,2921,cyclooxygenase inhibitor,MoA,Phase 2
2922,2923,niacinamide phosphoribosyltransferase inhibitor,MoA,Phase 2
28,2924,tachykinin antagonist,MoA,Phase 2
78,2924,tachykinin antagonist,MoA,Phase 2
1309,2941,potassium channel agonist,MoA,Phase 3
853,2941,potassium channel agonist,MoA,Phase 3
629,2941,potassium channel agonist,MoA,Phase 3
1191,2941,potassium channel agonist,MoA,Phase 3
2303,2941,potassium channel agonist,MoA,Phase 3
1252,2952,chloride channel blocker,MoA,Preclinical
2596,2952,chloride channel blocker,MoA,Preclinical
696,2952,chloride channel blocker,MoA,Preclinical
1562,2952,chloride channel blocker,MoA,Preclinical
1564,2952,chloride channel blocker,MoA,Preclinical
1565,2952,chloride channel blocker,MoA,Preclinical
1566,2952,chloride channel blocker,MoA,Preclinical
1567,2952,chloride channel blocker,MoA,Preclinical
1568,2952,chloride channel blocker,MoA,Preclinical
1569,2952,chloride channel blocker,MoA,Preclinical
1570,2952,chloride channel blocker,MoA,Preclinical
1571,2952,chloride channel blocker,MoA,Preclinical
1572,2952,chloride channel blocker,MoA,Preclinical
1573,2952,chloride channel blocker,MoA,Preclinical
1574,2952,chloride channel blocker,MoA,Preclinical
1575,2952,chloride channel blocker,MoA,Preclinical
1576,2952,chloride channel blocker,MoA,Preclinical
1577,2952,chloride channel blocker,MoA,Preclinical
1578,2952,chloride channel blocker,MoA,Preclinical
1579,2952,chloride channel blocker,MoA,Preclinical
1580,2952,chloride channel blocker,MoA,Preclinical
1581,2952,chloride channel blocker,MoA,Preclinical
1582,2952,chloride channel blocker,MoA,Preclinical
1583,2952,chloride channel blocker,MoA,Preclinical
1584,2952,chloride channel blocker,MoA,Preclinical
1585,2952,chloride channel blocker,MoA,Preclinical
1586,2952,chloride channel blocker,MoA,Preclinical
580,2952,chloride channel blocker,MoA,Preclinical
174,2952,chloride channel blocker,MoA,Preclinical
171,2952,chloride channel blocker,MoA,Preclinical
1744,2952,chloride channel blocker,MoA,Preclinical
799,2952,chloride channel blocker,MoA,Preclinical
2953,2952,chloride channel blocker,MoA,Preclinical
301,2954,Bcr-Abl kinase inhibitor,MoA,Phase 3
131,2954,Bcr-Abl kinase inhibitor,MoA,Phase 3
11,2970,serotonin receptor agonist,MoA,Phase 1
12,2970,serotonin receptor agonist,MoA,Phase 1
2592,2972,gamma secretase inhibitor,MoA,Phase 3
979,2972,gamma secretase inhibitor,MoA,Phase 3
2973,2972,gamma secretase inhibitor,MoA,Phase 3
925,2972,gamma secretase inhibitor,MoA,Phase 3
2974,2972,gamma secretase inhibitor,MoA,Phase 3
174,2972,gamma secretase inhibitor,MoA,Phase 3
171,2972,gamma secretase inhibitor,MoA,Phase 3
939,2990,VEGFR inhibitor,MoA,Phase 2
940,2990,VEGFR inhibitor,MoA,Phase 2
244,2990,VEGFR inhibitor,MoA,Phase 2
430,2990,VEGFR inhibitor,MoA,Phase 2
1753,2992,alcohol dehydrogenase inhibitor,MoA,Preclinical
1542,2992,alcohol dehydrogenase inhibitor,MoA,Preclinical
101,2995,platelet activating factor receptor antagonist,MoA,Phase 3
2077,2996,adenylyl cyclase activator,MoA,Launched
2079,2996,adenylyl cyclase activator,MoA,Launched
2997,2996,adenylyl cyclase activator,MoA,Launched
2999,3000,tubulin polymerization inhibitor|VE-cadherin antagonist,MoA,Phase 3
3007,3008,WNT5a peptide mimetic,MoA,Phase 2
639,3009,calcium channel activator,MoA,Preclinical
643,3009,calcium channel activator,MoA,Preclinical
1044,3010,RAGE receptor antagonist,MoA,Preclinical
238,3011,endothelin receptor antagonist,MoA,Phase 1
828,3012,MAP kinase inhibitor,MoA,Preclinical
829,3012,MAP kinase inhibitor,MoA,Preclinical
3013,3014,serine/threonine kinase inhibitor,MoA,Preclinical
3015,3014,serine/threonine kinase inhibitor,MoA,Preclinical
3016,3014,serine/threonine kinase inhibitor,MoA,Preclinical
3017,3014,serine/threonine kinase inhibitor,MoA,Preclinical
2237,3018,elastase inhibitor,MoA,Preclinical
1038,3018,elastase inhibitor,MoA,Preclinical
565,3026,protein arginine N-methyltransferase inhibitor,MoA,Preclinical
