FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
7,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
8,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
9,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
10,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
11,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
12,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
13,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
14,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
15,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
16,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
624,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
625,1428,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly
7,1429,dopamine receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting|gastroesophageal reflux disease (GERD)
7,1430,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
97,1431,histamine receptor antagonist,MoA,Launched,allergy|otolaryngology,allergic rhinitis|common cold
52,1444,adenosine receptor agonist|cAMP stimulant,MoA,Launched,dermatology,skin ulcer
97,1445,histamine receptor antagonist,MoA,Launched,neurology/psychiatry,migraine headache
423,1446,glucocorticoid receptor agonist,MoA,Launched,gastroenterology,Crohn's disease
153,1447,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
45,1449,adrenergic receptor antagonist|calcium channel blocker,MoA,Launched,cardiology,peripheral artery disease (PAD)
752,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
1451,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
1056,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
1058,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
1452,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
1453,1450,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure
45,1454,adrenergic receptor antagonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
417,1456,adrenergic receptor agonist,MoA,Launched,rheumatology,Raynaud's disease
852,1458,sodium channel blocker,MoA,Launched,neurology/psychiatry,peripheral nerve block|caudal epidural block|lumbar epidural block
55,1458,sodium channel blocker,MoA,Launched,neurology/psychiatry,peripheral nerve block|caudal epidural block|lumbar epidural block
165,1459,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma
417,1459,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma
567,1459,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma
571,1460,dopamine reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
620,1460,dopamine reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
7,1461,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,generalized anxiety disorder (GAD)
11,1461,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,generalized anxiety disorder (GAD)
61,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
43,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
79,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
140,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
141,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
81,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
142,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
143,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
144,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
145,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
82,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
146,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
147,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
148,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
149,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
150,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
151,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
152,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
663,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
1466,1465,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant
1468,1469,fungal squalene epoxidase inhibitor,MoA,Launched,infectious disease,tinea pedis|tinea cruris|tinea corporis
797,1473,potassium channel antagonist,MoA,Launched,neurology/psychiatry,stroke
414,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1491,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1492,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1493,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1494,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1495,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1496,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
114,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1497,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1498,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1499,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1500,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1501,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
416,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1502,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
1503,1490,microtubule inhibitor,MoA,Launched,oncology,prostate cancer
45,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
47,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
48,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
1,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
3,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
4,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
165,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
417,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
6,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
7,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
8,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
9,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
10,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
11,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
12,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
13,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
14,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
15,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
16,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
625,1504,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia
244,1505,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC)
430,1505,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC)
741,1505,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC)
69,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
275,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
276,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
277,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1512,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
318,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1513,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1514,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1515,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1516,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1517,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1518,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1519,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1123,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
603,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
604,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
18,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
20,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
21,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
22,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
23,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1520,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1521,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1522,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1421,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1423,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1523,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1524,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1525,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
474,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
136,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
138,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
1526,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
326,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
327,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
328,1511,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness
441,1527,vitamin D receptor agonist,MoA,Launched,endocrinology,hyperparathyroidism
441,1528,vitamin D receptor agonist,MoA,Launched,dermatology,psoriasis
441,1529,vitamin D receptor agonist,MoA,Launched,endocrinology|orthopedics,hypocalcemia|hypoparathyroidism|osteoporosis
1537,1538,protease inhibitor,MoA,Launched,gastroenterology,pancreatitis
703,1541,sodium/glucose cotransporter inhibitor,MoA,Launched,endocrinology,diabetes mellitus
1542,1541,sodium/glucose cotransporter inhibitor,MoA,Launched,endocrinology,diabetes mellitus
1047,1543,angiotensin receptor antagonist,MoA,Launched,cardiology,hypertension|congestive heart failure
1548,1549,DNA synthesis inhibitor|thymidylate synthase inhibitor,MoA,Launched,oncology,breast cancer|colorectal cancer
752,1550,TRPV agonist,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|rheumatoid arthritis
53,1550,TRPV agonist,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|rheumatoid arthritis
407,1553,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy
1554,1553,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy
1112,1553,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy
84,1553,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy
73,1557,cholinergic receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
74,1557,cholinergic receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
165,1558,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction
417,1558,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction
567,1558,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction
73,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
74,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
75,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
76,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
170,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
207,1559,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure
55,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
443,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
444,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
445,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
446,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
447,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
167,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
448,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
449,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
450,1560,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures
761,1561,microtubule inhibitor|tubulin polymerization inhibitor,MoA,Launched,infectious disease,fungicide
114,1561,microtubule inhibitor|tubulin polymerization inhibitor,MoA,Launched,infectious disease,fungicide
