FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication,FromType,ToType
25804,26558,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma,Gene,Chemical_Compound
25918,26558,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma,Gene,Chemical_Compound
25921,26559,dopamine reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25958,26559,dopamine reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25547,26560,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,generalized anxiety disorder (GAD),Gene,Chemical_Compound
25551,26560,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,generalized anxiety disorder (GAD),Gene,Chemical_Compound
25584,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25571,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25598,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25640,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25641,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25600,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25642,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25643,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25644,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25645,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
15774,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25646,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
6289,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25647,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25648,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25649,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25650,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25651,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
25990,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
11784,26563,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,headache|muscle relaxant,Gene,Chemical_Compound
12173,26565,fungal squalene epoxidase inhibitor,MoA,Launched,infectious disease,tinea pedis|tinea cruris|tinea corporis,Gene,Chemical_Compound
8368,26568,potassium channel antagonist,MoA,Launched,neurology/psychiatry,stroke,Gene,Chemical_Compound
3860,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
9191,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
11457,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26584,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26585,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26586,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26587,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
7762,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26588,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
13283,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26589,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
14882,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26590,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
5600,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
10479,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
26591,26583,microtubule inhibitor,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
25573,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
13991,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25575,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25541,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25543,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25544,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25660,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25804,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25546,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25547,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25548,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25549,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25550,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25551,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25552,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25553,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25554,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
7079,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25555,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25963,26592,dopamine receptor agonist,MoA,Launched,endocrinology,hyperprolactinemia,Gene,Chemical_Compound
25712,26593,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC),Gene,Chemical_Compound
10745,26593,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC),Gene,Chemical_Compound
4171,26593,RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,medullary thyroid cancer (MTC),Gene,Chemical_Compound
8041,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
25726,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
9810,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
25727,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
12946,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
10708,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
2856,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26599,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26600,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26601,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
12646,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26602,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
2715,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26315,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
12418,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
12939,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
3004,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
11307,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
25558,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
7103,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
11214,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26603,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26604,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26605,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
4153,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
8147,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26606,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
4738,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
26607,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
9637,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
6809,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
12097,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
7453,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
25744,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
25745,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
14716,26598,adenosine receptor antagonist|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,fatigue|drowsiness,Gene,Chemical_Compound
6126,26608,vitamin D receptor agonist,MoA,Launched,endocrinology,hyperparathyroidism,Gene,Chemical_Compound
6126,26609,vitamin D receptor agonist,MoA,Launched,dermatology,psoriasis,Gene,Chemical_Compound
6126,26610,vitamin D receptor agonist,MoA,Launched,endocrinology|orthopedics,hypocalcemia|hypoparathyroidism|osteoporosis,Gene,Chemical_Compound
26615,26616,protease inhibitor,MoA,Launched,gastroenterology,pancreatitis,Gene,Chemical_Compound
26022,26619,sodium/glucose cotransporter inhibitor,MoA,Launched,endocrinology,diabetes mellitus,Gene,Chemical_Compound
26620,26619,sodium/glucose cotransporter inhibitor,MoA,Launched,endocrinology,diabetes mellitus,Gene,Chemical_Compound
5948,26621,angiotensin receptor antagonist,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
14652,26625,DNA synthesis inhibitor|thymidylate synthase inhibitor,MoA,Launched,oncology,breast cancer|colorectal cancer,Gene,Chemical_Compound
26051,26626,TRPV agonist,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|rheumatoid arthritis,Gene,Chemical_Compound
6190,26626,TRPV agonist,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|rheumatoid arthritis,Gene,Chemical_Compound
7591,26628,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy,Gene,Chemical_Compound
12203,26628,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy,Gene,Chemical_Compound
3521,26628,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy,Gene,Chemical_Compound
25602,26628,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|endocrinology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetes mellitus|diabetic nephropathy,Gene,Chemical_Compound
25592,26630,cholinergic receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25593,26630,cholinergic receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25660,26631,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction,Gene,Chemical_Compound
25804,26631,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction,Gene,Chemical_Compound
25918,26631,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|cardiac arrythmia|hypertension|myocardial infarction,Gene,Chemical_Compound
25592,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
25593,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
25594,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
25595,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
9280,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
25691,26632,cholinergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure,Gene,Chemical_Compound
25578,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25820,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25821,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25822,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25823,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25824,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25662,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25825,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
4545,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25826,26633,carboxamide antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
8546,26634,microtubule inhibitor|tubulin polymerization inhibitor,MoA,Launched,infectious disease,fungicide,Gene,Chemical_Compound
7762,26634,microtubule inhibitor|tubulin polymerization inhibitor,MoA,Launched,infectious disease,fungicide,Gene,Chemical_Compound
8143,26635,11-beta hydroxysteroid dehydrogenase inhibitor,MoA,Launched,gastroenterology|dental,peptic ulcer disease (PUD)|mouth inflammation,Gene,Chemical_Compound
